QKEY,F_INC_SDT1,F_EDUCCAT,F_AGECAT,F_GENDER,F_RACECMB,F_RACETHNMOD,CHATUSE_W152,USEAI_W152
202001015632,7.0,3.0,3.0,2.0,1.0,1.0,0.0,4.0
202001015650,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0
202001015651,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
202001015696,9.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
202001015704,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
202001015719,9.0,3.0,2.0,1.0,4.0,3.0,0.0,5.0
202001015720,9.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0
202001015756,5.0,3.0,3.0,1.0,1.0,1.0,,5.0
202001015760,9.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202001015886,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
202001015919,3.0,2.0,3.0,1.0,1.0,3.0,0.0,5.0
202001015925,6.0,2.0,3.0,2.0,1.0,1.0,,5.0
202001015974,3.0,3.0,2.0,2.0,5.0,3.0,,5.0
202001016000,9.0,1.0,2.0,2.0,4.0,4.0,0.0,2.0
202001016082,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
202001016089,9.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0
202001016152,1.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
202001016204,7.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202001016257,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202001016302,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
202001016386,,1.0,3.0,1.0,1.0,1.0,0.0,4.0
202001016416,6.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
202001016427,,1.0,3.0,2.0,3.0,5.0,0.0,2.0
202001016443,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
202001016448,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
202001016581,,3.0,4.0,2.0,1.0,1.0,0.0,5.0
202001016602,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
202001016620,9.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
202001016626,,1.0,4.0,,1.0,1.0,1.0,4.0
202001016682,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
202001016765,1.0,3.0,2.0,2.0,,3.0,,2.0
202001016770,,2.0,2.0,1.0,5.0,3.0,1.0,2.0
202001016811,9.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0
202001016848,9.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0
202001016910,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
202001016922,7.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0
202001016971,7.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0
202001016986,9.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0
202001017071,8.0,2.0,4.0,2.0,1.0,1.0,,2.0
202001017095,1.0,2.0,2.0,2.0,1.0,1.0,,3.0
202001017106,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
202001017138,5.0,3.0,1.0,2.0,1.0,3.0,,5.0
202001017145,4.0,2.0,4.0,2.0,1.0,1.0,,5.0
202001017170,9.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202001017265,5.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
202001017409,1.0,3.0,3.0,1.0,1.0,1.0,,5.0
202001017476,5.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202001017542,8.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0
202001017564,9.0,1.0,2.0,2.0,1.0,1.0,,4.0
202001017574,7.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0
202001017588,4.0,1.0,2.0,2.0,2.0,2.0,,5.0
202001017618,9.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
202001017629,9.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
202001017640,7.0,3.0,2.0,2.0,1.0,1.0,,5.0
202001017698,6.0,2.0,2.0,1.0,3.0,5.0,0.0,5.0
202001017738,1.0,3.0,4.0,2.0,2.0,2.0,0.0,5.0
202001017790,9.0,3.0,3.0,2.0,1.0,1.0,,5.0
202001017839,9.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0
202001017911,5.0,1.0,4.0,1.0,,,,2.0
202001017921,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
202001017959,9.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0
202001017980,4.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0
202001018025,9.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0
202001018030,6.0,1.0,4.0,1.0,1.0,1.0,,5.0
202001018117,4.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0
202001018179,9.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202001018203,1.0,3.0,2.0,2.0,1.0,1.0,,5.0
202001018249,,1.0,4.0,1.0,1.0,1.0,0.0,5.0
202001018294,9.0,1.0,3.0,1.0,4.0,3.0,0.0,3.0
202001018325,9.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
202001018406,8.0,2.0,2.0,2.0,1.0,1.0,,4.0
202001018410,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
202001018423,2.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0
202001018439,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202001018449,9.0,2.0,3.0,1.0,5.0,3.0,0.0,2.0
202001018611,9.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
202001018649,,1.0,4.0,2.0,1.0,1.0,0.0,2.0
202001018757,4.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0
202001018772,1.0,3.0,3.0,2.0,1.0,1.0,,2.0
202001018773,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
202001018810,7.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
202001018864,9.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
202001018867,9.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202001018921,6.0,3.0,2.0,1.0,1.0,1.0,,5.0
202001018966,5.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0
202001018984,9.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0
202001018985,9.0,2.0,3.0,2.0,1.0,1.0,,3.0
202001018990,9.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0
202001019028,5.0,1.0,2.0,2.0,2.0,2.0,,3.0
202001019037,9.0,1.0,4.0,1.0,1.0,1.0,,5.0
202001019103,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202001019119,8.0,1.0,2.0,1.0,,3.0,,5.0
202001019127,6.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0
202001019185,7.0,2.0,3.0,2.0,1.0,3.0,0.0,5.0
202001019209,9.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202001019228,6.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0
202001019242,1.0,3.0,2.0,2.0,1.0,3.0,0.0,5.0
202001019309,9.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0
202001019449,4.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0
202001019455,9.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
202001019458,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0
202001019486,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
202001019524,5.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
202001019525,4.0,1.0,4.0,1.0,1.0,1.0,,2.0
202001019570,4.0,2.0,2.0,1.0,5.0,3.0,0.0,5.0
202001019666,,2.0,3.0,2.0,,,,5.0
202001019721,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202001019727,9.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0
202001019740,9.0,3.0,3.0,1.0,3.0,5.0,,3.0
202001019755,9.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0
202001019814,9.0,2.0,3.0,2.0,1.0,1.0,,3.0
202001019834,8.0,1.0,2.0,1.0,4.0,3.0,0.0,5.0
202001019898,2.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0
202001019996,9.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0
202001020008,3.0,2.0,3.0,2.0,4.0,4.0,0.0,5.0
202001020088,,1.0,3.0,2.0,1.0,1.0,0.0,2.0
202001020102,9.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0
202001020125,9.0,1.0,3.0,2.0,5.0,4.0,,5.0
202001020206,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
202001020236,9.0,1.0,2.0,1.0,3.0,5.0,0.0,2.0
202001020248,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
202001020264,1.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202001020295,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
202001020346,9.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
202001020386,9.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0
202001020430,6.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
202001020437,,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202001020451,5.0,2.0,1.0,2.0,1.0,3.0,,5.0
202001020460,1.0,3.0,3.0,2.0,1.0,1.0,,4.0
202001020534,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
202001020542,8.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0
202001020553,9.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0
202001020573,2.0,3.0,2.0,2.0,1.0,3.0,,5.0
202001020602,3.0,2.0,3.0,2.0,2.0,2.0,,5.0
202001020662,5.0,2.0,3.0,2.0,1.0,3.0,,5.0
202001020712,3.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
202001020770,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
202001020805,9.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202001020827,9.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0
202001020881,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
202001020907,9.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0
202001020909,8.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0
202001020924,9.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0
202001020958,5.0,2.0,4.0,2.0,4.0,4.0,,5.0
202001021024,5.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0
202001021027,4.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
202001021038,,1.0,4.0,1.0,1.0,1.0,,5.0
202001021053,2.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202001021084,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
202001021112,6.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0
202001021203,8.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202001021241,9.0,1.0,3.0,1.0,3.0,5.0,0.0,5.0
202001021297,6.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
202001021367,7.0,3.0,4.0,2.0,1.0,1.0,,5.0
202001021461,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
202001021479,5.0,1.0,1.0,2.0,5.0,3.0,,2.0
202001021483,9.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202001021519,2.0,3.0,2.0,2.0,2.0,2.0,0.0,4.0
202001021532,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
202001021534,2.0,2.0,2.0,2.0,1.0,3.0,,4.0
202001021623,,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202001021639,9.0,3.0,3.0,2.0,,3.0,,5.0
202001021674,9.0,2.0,2.0,1.0,2.0,2.0,,2.0
202001021696,7.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0
202001021788,5.0,3.0,4.0,1.0,1.0,1.0,,5.0
202001021807,3.0,2.0,4.0,1.0,1.0,1.0,,2.0
202001021844,5.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202001022008,6.0,1.0,4.0,1.0,1.0,1.0,,5.0
202001022024,7.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0
202101000136,1.0,2.0,4.0,2.0,2.0,2.0,,5.0
202101000142,1.0,3.0,1.0,2.0,2.0,2.0,,5.0
202101000346,1.0,3.0,1.0,1.0,1.0,3.0,0.0,3.0
202101000366,1.0,3.0,2.0,2.0,5.0,3.0,0.0,5.0
202101000390,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
202101000425,,1.0,4.0,1.0,1.0,1.0,1.0,2.0
202101000431,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
202101000450,8.0,2.0,1.0,1.0,,3.0,1.0,3.0
202101000648,5.0,2.0,4.0,1.0,2.0,2.0,,2.0
202101000677,9.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0
202101000678,3.0,3.0,3.0,2.0,1.0,3.0,0.0,5.0
202101000693,6.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
202101000823,9.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0
202101000909,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
202101000936,9.0,1.0,2.0,1.0,4.0,4.0,,5.0
202101000965,6.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0
202101000978,7.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0
202101001039,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
202101001057,9.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0
202101001260,1.0,2.0,2.0,2.0,5.0,3.0,,5.0
202101001346,5.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
202101001449,9.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0
202101001664,7.0,1.0,2.0,2.0,3.0,5.0,1.0,3.0
202101001674,7.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0
202101001815,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
202101001839,3.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
202101001873,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
202101002046,9.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
202101002084,4.0,2.0,1.0,2.0,4.0,3.0,1.0,5.0
202101002108,6.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101002196,6.0,3.0,4.0,1.0,1.0,1.0,,3.0
202101002197,1.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
202101002377,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
202101002460,9.0,3.0,4.0,2.0,1.0,1.0,,4.0
202101002476,9.0,1.0,3.0,2.0,1.0,1.0,,3.0
202101002589,1.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0
202101002684,8.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
202101002785,1.0,3.0,2.0,2.0,1.0,3.0,,5.0
202101002913,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0
202101002931,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202101002980,3.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0
202101002987,8.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
202101003040,9.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0
202101003126,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
202101003169,7.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
202101003175,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
202101003246,9.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
202101003301,2.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0
202101003335,4.0,1.0,3.0,2.0,1.0,1.0,,2.0
202101003431,9.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0
202101003435,8.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
202101003463,,1.0,2.0,2.0,1.0,1.0,0.0,2.0
202101003468,2.0,2.0,4.0,2.0,1.0,1.0,,5.0
202101003712,9.0,1.0,2.0,2.0,1.0,1.0,,5.0
202101003867,9.0,3.0,4.0,2.0,3.0,5.0,0.0,5.0
202101003917,9.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0
202101003927,9.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202101003973,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
202101004002,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
202101004167,5.0,3.0,4.0,1.0,1.0,1.0,,4.0
202101004203,3.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0
202101004268,3.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0
202101004308,6.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0
202101004320,9.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
202101004418,4.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0
202101004421,6.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
202101004425,9.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0
202101004609,9.0,3.0,2.0,1.0,,,0.0,5.0
202101004665,6.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0
202101004696,1.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
202101004779,7.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0
202101004850,,3.0,3.0,2.0,1.0,1.0,0.0,2.0
202101004874,4.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0
202101004918,9.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0
202101004939,9.0,1.0,3.0,2.0,3.0,5.0,0.0,5.0
202101004978,2.0,3.0,3.0,2.0,,3.0,,5.0
202101005125,2.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202101005173,5.0,1.0,2.0,2.0,1.0,1.0,,3.0
202101005218,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101005227,9.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0
202101005290,3.0,1.0,2.0,2.0,3.0,5.0,0.0,2.0
202101005349,,1.0,3.0,1.0,1.0,1.0,1.0,2.0
202101005357,8.0,3.0,2.0,1.0,1.0,1.0,,3.0
202101005362,6.0,3.0,3.0,1.0,1.0,1.0,,5.0
202101005380,6.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
202101005465,2.0,3.0,2.0,1.0,4.0,4.0,,5.0
202101005555,9.0,2.0,2.0,2.0,1.0,1.0,,2.0
202101005574,4.0,2.0,1.0,2.0,,3.0,0.0,4.0
202101005876,7.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0
202101005955,9.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0
202101005956,6.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
202101006028,1.0,2.0,4.0,2.0,1.0,1.0,,2.0
202101006160,2.0,3.0,2.0,2.0,5.0,3.0,,3.0
202101006166,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
202101006209,3.0,3.0,2.0,1.0,1.0,3.0,0.0,5.0
202101006391,9.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0
202101006435,9.0,2.0,2.0,2.0,5.0,3.0,1.0,5.0
202101006490,1.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0
202101006514,9.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0
202101006624,4.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0
202101006679,9.0,1.0,2.0,1.0,3.0,5.0,1.0,4.0
202101006682,5.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0
202101006768,5.0,3.0,3.0,2.0,1.0,1.0,0.0,4.0
202101006826,3.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0
202101006833,8.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0
202101006965,9.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
202101007010,9.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202101007102,4.0,2.0,3.0,2.0,2.0,2.0,,5.0
202101007103,2.0,3.0,2.0,2.0,1.0,1.0,,3.0
202101007157,9.0,1.0,2.0,2.0,,3.0,0.0,5.0
202101007203,6.0,1.0,4.0,1.0,2.0,2.0,,5.0
202101007212,9.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0
202101007238,7.0,3.0,4.0,1.0,1.0,1.0,,5.0
202101007248,9.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0
202101007405,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
202101007459,9.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0
202101007470,9.0,1.0,1.0,,1.0,3.0,1.0,5.0
202101007576,3.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
202101007670,9.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0
202101007722,9.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
202101007741,9.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0
202101007849,4.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0
202101007934,6.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0
202101007953,7.0,2.0,2.0,2.0,1.0,3.0,,3.0
202101008033,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
202101008058,7.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0
202101008136,7.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0
202101008157,8.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0
202101008194,1.0,3.0,2.0,1.0,2.0,2.0,,5.0
202101008203,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
202101008310,1.0,1.0,4.0,2.0,1.0,1.0,,5.0
202101008379,5.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0
202101008476,9.0,2.0,4.0,2.0,1.0,1.0,,2.0
202101008619,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
202101008621,1.0,3.0,2.0,2.0,1.0,1.0,,5.0
202101008722,2.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
202101008775,9.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
202101008790,7.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0
202101008814,9.0,3.0,2.0,1.0,1.0,1.0,,5.0
202101008891,9.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0
202101008912,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
202101008935,1.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0
202101008992,9.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0
202101009010,5.0,1.0,3.0,2.0,3.0,5.0,,2.0
202101009088,6.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
202101009255,1.0,3.0,2.0,2.0,2.0,2.0,,5.0
202101009433,9.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0
202101009654,2.0,2.0,2.0,1.0,,,0.0,5.0
202101009756,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0
202101009814,2.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101009865,1.0,3.0,3.0,2.0,1.0,1.0,0.0,
202101009895,2.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0
202101010114,7.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0
202101010283,9.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
202101010351,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101010392,3.0,3.0,1.0,2.0,3.0,5.0,,4.0
202101010502,3.0,1.0,3.0,1.0,3.0,5.0,0.0,3.0
202101010510,9.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0
202101010514,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0
202101010535,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
202101010724,9.0,1.0,1.0,2.0,4.0,4.0,,5.0
202101010844,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0
202101010897,5.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0
202101010999,9.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0
202101011006,3.0,3.0,4.0,1.0,1.0,1.0,,2.0
202101011028,7.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101011094,6.0,1.0,3.0,2.0,3.0,5.0,0.0,3.0
202101011116,9.0,1.0,2.0,1.0,3.0,5.0,0.0,4.0
202101011162,8.0,1.0,3.0,2.0,1.0,1.0,,3.0
202101011279,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202101011295,1.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0
202101011380,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0
202101011412,1.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0
202101011534,9.0,2.0,1.0,2.0,1.0,1.0,1.0,
202101011592,1.0,3.0,2.0,2.0,1.0,1.0,,5.0
202101011714,9.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0
202101011736,9.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
202101011764,8.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0
202101011790,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
202101011803,9.0,2.0,1.0,2.0,3.0,5.0,1.0,4.0
202101012038,9.0,3.0,2.0,1.0,3.0,5.0,0.0,2.0
202101012102,2.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0
202101012170,1.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202101012198,7.0,3.0,3.0,2.0,1.0,1.0,,5.0
202101012332,9.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0
202101012373,6.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
202101012511,1.0,3.0,3.0,2.0,2.0,2.0,,2.0
202101012599,9.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0
202101012621,7.0,3.0,2.0,2.0,2.0,2.0,,5.0
202101012635,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
202101012721,9.0,2.0,3.0,1.0,4.0,4.0,0.0,4.0
202101012819,9.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0
202101012890,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0
202101012891,1.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
202101012969,1.0,3.0,3.0,2.0,1.0,1.0,,5.0
202101013063,1.0,3.0,1.0,2.0,3.0,5.0,1.0,5.0
202101013083,3.0,3.0,2.0,2.0,1.0,1.0,,5.0
202101013145,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202101013153,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
202101013187,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
202101013227,4.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0
202101013281,5.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
202101013340,3.0,2.0,3.0,1.0,1.0,1.0,,4.0
202201000030,1.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0
202201000060,1.0,3.0,2.0,1.0,2.0,2.0,,5.0
202201000229,,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202201000253,9.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
202201000640,2.0,3.0,4.0,2.0,2.0,2.0,0.0,3.0
202201000675,9.0,3.0,4.0,2.0,2.0,2.0,0.0,5.0
202201000711,9.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
202201000824,8.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
202201000896,2.0,1.0,2.0,2.0,2.0,2.0,,5.0
202201000996,1.0,3.0,2.0,1.0,2.0,2.0,0.0,5.0
202201001090,2.0,2.0,2.0,1.0,2.0,2.0,,1.0
202201001169,7.0,3.0,4.0,2.0,1.0,1.0,,5.0
202201001247,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0
202201001390,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0
202201001562,9.0,3.0,4.0,1.0,2.0,2.0,,5.0
